name,country,period
Achille Fortíer,,Late- / Post-Romantic
Thomas Fortmann,,
Jack Fortner,,Contemporary
Wolfgang Fortner,DEU,Modern
Johann Philipp Förtsch,DEU,Baroque
Harold Fortuin,,Contemporary
Giovanni Paolo Foscarini,ITA,Baroque
François de Fossa,,
Lukas Foss,USA,Modern
David Foster,CAN,Contemporary
Fay Foster,,
Frank Foster,USA,
May Foster,,
Stephen Collins Foster,USA,Romantic
Thomas Foster,,Contemporary
Hieronimus Fosumbronis,,
Nils-Eric Fougstedt,,Modern
John Foulds,ENG,Modern
Paul Fowler,,
Christopher Fox,,Contemporary
Dan Fox,,
Jim Fox,USA,
John Fox,ENG,Modern
Arthur Frackenpohl,USA,Modern
M. Fradkin,,
Antonio Fraioli,,
Frà Marino da Corigliano,ITA,
Jean Françaix,FRA,Modern
Zino Francescatti,FRA,Romantic
Gaetano Franceschini,,
Matteo Franceschini,ITA,
Petronio Franceschini,ITA,Baroque
Francesco d'Ana,,Renaissance
Luca Francesconi,ITA,Contemporary
Guglielmo Testori Francese,,
Frances Faye / David Kapp / Don Raye,,
Cheryl Frances-Hoad,GBR,
Petronio Francheschini,,
Alberto Franchetti,ITA,Late- / Post-Romantic
Auguste Franchomme,FRA,Romantic
Francisco Correa de Arrauxo,ESP,Baroque
Francis of Assisi,,Modern
Anthoine Francisque,FRA,Renaissance
César Franck,BEL/FRA,Romantic
Eduard Franck,,Romantic
Johann Wolfgang Franck,,Baroque
Melchior Franck,DEU,Baroque
François Francoeur,FRA,Baroque
Hernando Franco,MEX,Renaissance
Claude François,FRA,
Francois Rebel / Francois Francoeur,,
François Roussel (aka Francesco Rosselli),FRA,
Johan Franco,,Modern
John Frandsen,,Modern
Frank Churchill / Leigh Harline / Paul J. Smith,,Modern
Bernd Franke,DEU,Contemporary
Lars-Åke Franke-Blom,,
Cecilia Franke,,
Benjamin Frankel,ENG,Modern
Jan Frankel,,
Erik Frank,,
Frank Frank,,
Gabriela Lena Frank,USA,Contemporary
Frank Hoyt Losey,,Modern
Cary John Franklin,,Contemporary
Hans von Frankowski,,
Sheldon Frank,,
Frank Skinner / Hans J. Salter,,
Frank Skinner / Hans J. Salter / Charles Previn,,
Franz Doppler / Karl Doppler,,
Olov Franzén,SWE,Contemporary
Carlos Franzetti,ARG,Contemporary
Amante Franzoni,ITA,
Robert Franz,DEU,Romantic
David Brynjar Franzson,,
Franz Xaver Neruda,CZE/DNK,Late- / Post-Romantic
Miguel Frasconi,,Contemporary
Donald Fraser,GBR,Contemporary
John Fraser,,
Harold Fraser-Simson,,Late- / Post-Romantic
Laura Fraticelli,,
Erik Fratzke,,
Frauenlob (Heinrich von Meissen),DEU,Medieval
Kenneth Frazelle,,Contemporary
Howard Frazin,,
Fr. Curschmann / Fred Schiller,,
Amadio Freddi,ITA,
King of Prussia Frederick II The Great,PRU,Baroque
Jack Fredericksen,,
Frédéric Kummer / François Schubert,,
Fred Ho / Christine Stark,,
Lennart Fredriksson,,Modern
Arnold Freed,,
Isadore Freed,USA,
Harry Freedman,,Contemporary
Alex Freeman,,
Justin Freer,,
Paul Frehner,,
Albin Frehse,,
Frederico de Freitas,,
Henri Frémart,,Baroque
Edward French,,
Paul French,,
William Percy French,,
Ian Frenkel,,
Stephen Frenkel,,Modern
Yan Frenkel,,
Girolamo Frescobaldi,ITA,Baroque
Osvaldo Fresedo,ARG,Modern
Henry Fresneau,,
Otto Freudenthal,,
Don Freund,,Contemporary
Stefan Freund,,
Emil Frey,,
Jürg Frey,,Contemporary
Sean Friar,,
Peter Fribbins,,
Florian Fricke,,
Peter Racine Fricker,ENG/USA,Contemporary
Daniel Friderici,DEU,Baroque
Geza Frid,,Modern
Grigori Frid,,
Grigory Frid,RUS,
Fridrik Karlsson / Gunnlauger Briem,,
Harold Friedell,,Modern
Carl Friedemann,,
G.W.E. Friederich,,Classical
Hugo Friedhofer,USA,Modern
Hugo W. Friedhofer,,Modern
Erik Friedlander,,Contemporary
Debbie Friedman,USA,
Ignaz Friedman,POL,Modern
Jefferson Friedman,,
Oskar Fried,DEU,Romantic
Philip Fried,USA,
David Friesen,,
Eugene Friesen,USA,
Silvia Frigato,,
Rudolf Friml,CZE/USA,Modern
Dave Frishberg,USA,
Henrik Frisk,,
James Friskin,,
Fred Frith,,Contemporary
Lawrence Fritts,,Contemporary
Gregory Fritze,,Contemporary
Gaspard Fritz,,
Johann Jakob Froberger,DEU,Baroque
Kenneth Froelich,,
Lorri Froggét,,
Friedrich Theodor Fröhlich,CHE,Romantic
Johannes F. Fröhlich,,
Johannes Frederik Frøhlich,,Romantic
Dan Frohman,,
Igor Alexandrowich Frolov,RUS,Contemporary
Gerhard Frommel,,Modern
Herbert Fromm,,Modern
David Froom,,Contemporary
Ben Frost,,
Ephraim Frost,,Romantic
Ivar Frounberg,,Contemporary
George T. Frueh,USA,Contemporary
Carl Frühling,,Modern
Gunnar de Frumerie,,Modern
Marb Fryberg,,Modern
Walter Frye,ENG,Renaissance
Gary Fry,,
Harald Fryklöf,,Modern
William Henry Fry,USA,Romantic
Kenneth Fuchs,USA,Contemporary
Lillian Fuchs,,Modern
Robert Fuchs,AUT,Romantic
Julius Fucik,CZE,Late- / Post-Romantic
Salvatore Fucito,,Romantic
Roland Fudge,,
Miguel de Fuenllana,ESP,Renaissance
Arturo Fuentes,,
Rubén Fuentes,MEX,
Sandro Fuga,,
Geng Chen Fu,,
Georg Leopold Fuhrmann,DEU,
Keiko Fujiie,JPN,
Takashi Fujii,JPN,
Dai Fujikura,,
Shiro Fukai,,Modern
Rando Fukuda,JPN,
Kazuo Fukushima,,Modern
Norio Fukushi,JPN,Contemporary
Adam von Fulda,DEU,
Anis Fuleihan,,Modern
David Fuller,,Contemporary
Doug Fullington,,
Polibio Fumagalli,,
Raphaël Fumet,,Modern
Slawko Fumic,,
G. Funchiuli,ITA,
David Funck,CZE,Baroque
Karsten Fundal,,Modern
Vivian Fung,CAN,Contemporary
Eric Funk,USA,Contemporary
Johann Wilhelm Furchheim,DEU,Baroque
James Furman,,
Beat Furrer,CHE,Contemporary
Caspar Fürstenau,,
Robert Fürstenthal,,
Joe Furst,,
Wilhelm Furtwängler,DEU,Modern
Gaetano Fusella,,
Ireno Fuser,,
Karl Heinz Füssl,,Modern
Ernesto Fusté,,
Milan Fust,,
János Fusz,HUN,Classical
Johann Joseph Fux,AUT,Baroque
Fuzzy (Jens Wilhelm Pedersen),,Contemporary
Pierre Gabaye,FRA,Modern
Fabien Gabel,,
Harley Gaber,USA,
Dilyara Gabitova,RUS,Contemporary
Chris Gable,,
Charles Hutchison Gabriel,,Romantic
Franz Albert Gabriel,,
Andrea Gabrieli,ITA,Renaissance
Giovanni Gabrieli,ITA,Baroque
Domenico Gabrielli,ITA,Baroque
Gabriel Marie [Gabriel-Prosper Marie],FRA,Romantic
Ossip Gabrilovich,,
Agostino Gabucci,,
Nodar Gabunia,,
Giulio Cesare Gabussi,ITA,
Jay Anthony Gach,,
Jacob Gade,DNK,Modern
Niels Wilhelm Gade,DNK,Romantic
Eduard Gaertner,,Modern
Tommaso Bernardo Gaffi,,
Hans-Åke Gäfvert,,
Alfonso Gagliano,,
Marco da Gagliano,ITA,Baroque
Renaud Gagneux,,Contemporary
Merab Gagnidze,,Contemporary
Alain Gagnon,,
André Gagnon,CAN,
P. Gaidamaka,,
Varvara Gaigerova,,
Dan Gailey,,
Gaiser,,
Serge Gais,SWE,
Constantino Gaito,,Modern
Carlo Galante,,Contemporary
Emilio Galante,ITA,Contemporary
Rossano Galante,,
Italo Galaverni,,
Craig Galbraith,,
Nancy Galbraith,USA,Contemporary
Galdieri,,Romantic
Duilio Galfetti,CHE,Contemporary
Galfridus de Anglia,,
Hans Gál,,Modern
Michelangelo Galilei,ITA,Baroque
Vincenzo Galilei,ITA,Renaissance
Blas Galindo Dimas,MEX,Modern
Johannes Galiot,FRA,
Jack Gallagher,,Contemporary
David Myers Gall,,
Francisco Jose Martinez Gallego,,
Leandro Gallerano,,
Josep Galles,,
Richard Galliano,,Contemporary
Johann Ernst Galliard,DEU/ENG,Baroque
Domenico Galli,,
Raffaele Galli,,Romantic
Domenico Gallo,ITA,Classical
Ramiro Gallo,,
Jacques Gallot,FRA,Baroque
Baldassare Galuppi,ITA,Baroque
German Germanovich Galynin,,
Yoav Gal,USA,
Salvatore Gambardella,,Romantic
Carlo Andrea Gambini,,
Carmito Gamboa,,
Eduardo Gamboa,,
Grigorij Gamburg,,
Carlton Gamer,,
David Gamper,,Contemporary
Gamse / Grant,,
Goran Gamstorp,,Contemporary
Moshe Ganchoff,,
Julián Gandara,,
Bernhard Gander,AUT,
Adolfo Gandino,,
Michael Gandolfi,USA,Contemporary
Jean-Charles Gandrille,FRA,
Gang Chen / Zhanhao He,CHN,Modern
Mario Gangi,,Contemporary
Louis Ganne,FRA,Late- / Post-Romantic
Pavel Ganov,,
Wilhelm Ganspeckh,,
Andrew Gant,,Contemporary
Jurgen Ganzer,DEU,Contemporary
Rudolf Ganz,CHE,Modern
Ping Gao,,
Ruxing Gao,,
Andrés Gaos,,Modern
Wei-jie Gao,,
Peter Gapon,RUS,
Boris Gaquere,,
Carl von Garaguly,,Modern
Gara Garayev,,
J. Ryan Garber,,
Tomás Garbizu,ESP,
Merrill Garbus,,
Anton García Abril,,Contemporary
Juan de Dios Garcia Aguilera,,
Blas García,,
Joan Garcia de Guilhade,,
Ernesto García de León,,
Juan Garcia de Salazar,ESP,Baroque
Fernando García,,
Gerald Garcia,,Contemporary
Juan-Alfonso García,,
Manuel Garcia,ESP,Classical
Orlando J. Garcia,,Contemporary
Orlando Jacinto García,,
Marta Garcia-Renart,MEX,Contemporary
Russell Garcia,USA,Modern
Voro Garcia,ESP,
Garcimunos [Garcia Munoz],,Renaissance
Antonio Gardane,FRA,Renaissance
Johannes Gardano,,Medieval
Carlos Gardél,,Modern
Gerardo Gardelín,ARG,
Federico Gardella,,
Henry Balfour Gardiner,ENG,Modern
Alexandra Gardner,,
John Linton Gardner,ENG,Modern
Maurice Gardner,,
Samuel Gardner,,Modern
Geza Gardonyi,,
Zoltán Gárdonyi,HUN,
Zsolt Gardonyi,,
Richard Gardzina,,
Gareldo Carneiro / Egberto Gismonti,,
Benedetto Gareth,,Renaissance
Herschel Garfein,,
María Garfias,,
Bernard Garfield,USA,
Giuseppe Gariboldi,,
Joseph C. Garland,,Modern
Peter Garland,,Contemporary
Julio Garmendia,,
David Garner,,
Erroll Garner,,Modern
Fernando Garnero,,
François-Joseph Garnier,FRA,
Carlo Giorgio Garofalo,,
George Mursell Garrett,,Romantic
Celso Garrido-Lecca,,Contemporary
Tomás Garrido,,
Stacy Garrop,,Contemporary
Santino Garsi,ITA,Renaissance
Mike Garson,USA,
John Garth,ENG,Baroque
Clarence G. Gartner,,Romantic
Frank Garvey,USA,Contemporary
Anna Garzuly-Wahlgren,,
Mathieu Gascongne,FRA,Renaissance
Giorgio Gaslini,ITA,Contemporary
Gaspar Antonio / Olavarria Maytin,,
Djivan Gasparian,,
Gaetano Gaspari,ITA,Romantic
Francesco Gasparini,ITA,Baroque
Lucantonio Gasparini,,
Quirino Gasparini,ITA,Classical
Nolan Gasser,USA,Contemporary
Florian Leopold Gassmann,BOH,
Stanislao Gastaldon,ITA,Late- / Post-Romantic
Giovanni Giacomo Gastoldi,ITA,Renaissance
Bruce Gaston,,Contemporary
Guillaume Pierre Antoine Gatayes,,
Dorothy Gates,,Contemporary
George Gates,,Modern
Keith Gates,,Contemporary
Anthony Gatto,,
Philippe Gaubert,,Modern
Bob Gaudio,USA,
Domenico Gaudioso,,
Thomas Gauger,,Contemporary
Denis Gaultier,,Baroque
Ennemond Gaultier,FRA,Baroque
Henry John Gauntlett,ENG,Romantic
D. Gause,,
Gauthier de Châtillon,FRA,
Gautier de Dargies,FRA,Medieval
Eugène Gautier,,
Jacques Gautier,FRA,Baroque
Leonard Gautier,,
Aldo Gavilán,,
Valery Gavrilin,RUS,
Ralf Yusif Gawlick,,Contemporary
Ralf Yusuf Gawlick,,
Daniel E. Gawthrop,,Contemporary
John Gay,ENG,Baroque
Charles Gayle,,
Noel Gay,,Modern
David Gazarov,,Modern
Ussak Gazel,,
Manuel Gazes,,
Joaquin y Garbayo Gaztambide,ESP,Romantic
Giuseppe Gazzaniga,ITA,Classical
Georg d. J. Gebel,,Baroque
Mordechai Gebirtig,POL,Modern
Andre Gedalge,,
Alexander Gedike,RUS,Late- / Post-Romantic
Erin Gee,,
Henry Geehl,,Modern
Douglas Geers,,Contemporary
Michael Gees,,
Gan-Ru Ge,CHN,Contemporary
F.L. Gehricke,,
Erik Gustaf Geijer,SWE,Romantic
Paul Geilsdorf,,
Flora Marlene Geisselbrecht,,
Christian Geist,,
John Geist,,
Boghos Gelalian,,
Mikhl Gelbart,,
Johannes Gelbke,,
Peter Gellhorn,,
Francesco Geminiani,ITA,Baroque
Ernst Gemmingen-Hornberg,,
Jiri Gemrot,,Contemporary
Scott Gendel,,
Gene De Paul / Don Raye,,
Pietro Generali,ITA,Romantic
Anthony Genge,,Modern
Paul-Agricole Genin,,Romantic
Vladimir Genin,,Contemporary
Abraham Gensreff,,
Gentian,,
Ada Gentile,ITA,
Giorgio Gentili,ITA,
Armando Gentilucci,,Romantic
Harald Genzmer,DEU,Modern
Geoffrey D'Ombrain / Peter Clinch,,
Jean-Nicolas Geoffroy,FRA,Baroque
Georg Breinschmid / Florian Willeitner,,
Earl George,,
Edward George,,
George Forrest / Robert Wright,,Contemporary
Garrett Michael George,USA,Contemporary
George Grossmith III / Claude Nugent,,Late- / Post-Romantic
George Gurdjieff / Thomas de Hartmann,,Modern
George Lyons / Bob Yosco,,
Georg Enders / Nils Perne,,
Ron George,,
Ryan George,USA,
Alexandre Georges,,Modern
Georges Bœuf,,
Georges Delerue / Jean-Claude Petit,,
Thom Ritter George,USA,Contemporary
William George,,
Gunter Georgy-Engelhardt,,
Pesson Gérard,,
Ruben Gerards,,
Alexej Gerassimez,,
Wassily Gerassimez,,
Heinrich Nikolaus Gerber,,
René Gerber,,Modern
Steven R. Gerber,,Contemporary
Fran Gerbic,,
Roberto Gerhard,ESP/ENG,Modern
Paul Gerhardt,,Baroque
Hans Gerle,,
Vitautas Germanavicius,LTU,Contemporary
Edward German,ENG,Late- / Post-Romantic
Friedrich Gernsheim,,
George Gershwin,USA,Modern
Georg Gerson,,
Trudi Gerster,,
Claude Gervaise,FRA,Renaissance
Giovanni Battista Gervasio,,Classical
Raffaele Gervasio,,
Stefano Gervasoni,,Contemporary
Alojzij Gerzinic,,
Carlo Gesualdo,ITA,Baroque
Gyorgy Geszler,,
Gordon Getty,,
Getty Hershel Huffine,,Romantic
François-Auguste Gevaert,BEL,Romantic
Yan Ge,,
Ann Ghandar,,Contemporary
Giorgio Federico Ghedini,ITA,Modern
Giuseppe Gherardeschi,ITA,Classical
Luigi Gherardeschi,ITA,Romantic
Géry De Ghersem,FRA,Baroque
Ippolito Ghezzi,,
Dinu Ghezzo,,Contemporary
Ghirardello da Firenze,ITA,Medieval
Johannes Ghiselin,BEL/FRA,Renaissance
Isaac ibn Ghiyyat,,
Hayne van Ghizeghem,FRA,Renaissance
Johann Ghro,,
Florent Ghys,,Contemporary
Michael Giacchino,,Contemporary
Orazio Giaccio,,
Carlo della Giacoma,,
Geminiano Giacomelli,,Baroque
Giuseppe Giamberti,ITA,Baroque
Francesco Giammusso,,
Alamiro Giamperi,,
Alamiro Giampieri,,Modern
Louis Gianella,,
Luis Gianneo,,Modern
Vittorio Giannini,,Modern
Bernardo Gianoncelli,ITA,
Goffredo Giarda,,
Felice de Giardini,ITA,Classical
Giovanni Antonio Giay,ITA,
Remo Giazotto,ITA,Modern
B. Gibalin,,
Christopher Gibbons,ENG,Baroque
Ellis Gibbons,ENG,
Orlando Gibbons,ENG,Baroque
Alan Gibbs,,Romantic
Cecil Armstrong Gibbs,ENG,Modern
Alfonso Gibilaro,,
Jon Gibson,,Contemporary
Paul Gibson,,
Richard Gibson,,
Miriam Gideon,,Modern
Willy Giefer,,
Michael Gielen,AUT,Modern
Walter Gieseking,DEU,Modern
Arne Gieshoff,,
Oliver Gies,,
Nicolas Gigault,,Renaissance
Paul Giger,,Contemporary
Beniamino Gigli,ITA,Modern
Claire Gignac,,Contemporary
Eugène Gigout,FRA,Romantic
Gijón,,
Gilardo Gilardi,ARG,
Adam Gilbert,,Contemporary
Adam Knight Gilbert,,
Anthony Gilbert,ENG,Contemporary
Harry Mathena Gilbert,,
Henry F. Gilbert,,Modern
Jean Gilbert,,Modern
Nicolas Gilbert,,
Peter Gilbert,,
Michael Gilbertson,,Contemporary
W.S. Gilbert,ENG,Late- / Post-Romantic
Jacob Gilboa,,
Eliza Gilkyson,USA,
Jean Gilles,FRA,Baroque
Jullien Gilles,,
John Birks "Dizzy" Gillespie,,Modern
Maren Gillet,,
Brian P. Gillett,,Contemporary
Grovers John Gill,,
Allan Gilliland,,
David Gillingham,USA,Contemporary
Leo Gillis,,
Jeremy Gill,USA,
William Gillock,,
Bernard Gilmore,,
Patrick S. Gilmore,IRL/USA,Romantic
Louis Gilrod,,
Gary P. Gilroy,USA,
Gene and Lorraine Gilroy,,
Paul Gilson,,Modern
Norman Gimbel,USA,Modern
Gerónimo Giménez,ESP,Late- / Post-Romantic
Orlando Rojas Gimenez,,
Alberto Ginastera,ARG,Modern
Bruno Giner,,Contemporary
Lionel Ginoux,,
Simon Gintzler,DEU,Renaissance
Reiner Ginzel,,
Joseph Giuseppe Gioe,,Romantic
Vinny Giola,,
Giuseppe detto Giordaniello Giordani,ITA,Classical
Tommaso Giordani,ITA,Classical
Umberto Giordano,ITA,Late- / Post-Romantic
Giovanni Giorgi,,
Kiriakos Giorginakis,,
Ruggiero Giovannelli,ITA,Renaissance
Giovanni Annimuccia / Girolamo Savonarola,,
Giovanni Battista Costanzi / Nicola Porpora,,
Giovanni da Cascia (AKA Giovanni da Firenze),ITA,Medieval
Giovanni Maria Bononcini,,
Milo Giovanni,,
Giovanni Paolo Foscarini / Francesco Corbetta,,Renaissance
Giovan Tomas di Maio,,
Ruth Gipps,ENG,
Julián Gómez Giraldo,,
Pietro Antonio Giramo,,Baroque
Anthony Girard,,
Frater Girardus,,
Hubert Giraud,FRA,
François Giroust,,
Julie Giroux,,
Egberto Gismonti,,Contemporary
Janice Giteck,USA,Contemporary
Oscar Giúdice,ARG,
Andrea Giuffredi,,Contemporary
Jimmy Giuffre,,
Giovanni Francesco Giuliani,ITA,Classical
Emilia Giuliani-Guglielmi,,
Mauro Giuliani,ITA,Romantic
Giuseppe Giuliano,ITA,
Giuseppe Frugatta,,
Giuseppe Giuliano (ii),,
Severo Giussani,,
St. Lorenzo Giustiniani,,Medieval
Lodovico Giustini,,
Gerardo di Giusto,,
Ola Gjeilo,,
Helene Gjerris,,Modern
Gunnar Gjerstrøm,,
Neil Gladd,,
Anton Gladkeeh,RUS,Contemporary
Detlev Glanert,,Contemporary
Leib Glantz,,Modern
Peggy Glanville-Hicks,AUS,
Norbert Glanzberg,,
Carl G. Glaser,,
Werner Wolf Glaser,SWE,Contemporary
Michael J. Glasgow,,
Gunhild Glass,,
Louis Glass,DNK,Late- / Post-Romantic
Philip Glass,USA,Contemporary
E. Glauber,,
Alexander Glazunov,RUS,Late- / Post-Romantic
Pamela Gleason,USA,Contemporary
Allen Gleck,,Contemporary
Edwin Gledhill,,Romantic
Rune Glerup,,
Frederic Glesser,,
Johann Melchior Gletle,,Baroque
Hirsch Glick,,Modern
Srul Irving Glick,CAN,Contemporary
Reinhold Glière,RUS,Modern
Ib Glindemann,DNK,
Mikhail Ivanovich Glinka,RUS,Romantic
Vinko Globokar,SVN,Contemporary
Christoph Willibald von Gluck,DEU,Classical
David Gluck,,Modern
Frederick Gluck,,Romantic
Gwyneth Glyn,,
G Martin,,
Radamés Gnattali,BRA,Modern
Werner Gneist,,Modern
Michael Gnesin,RUS,Modern
Mikhail Gnessin,,
Pietro Gnocchi,,
Stefano Gobatti,ITA,
Alfredo Gobbi,,
Ignazio Gobbi,,
Benjamin Godard,FRA,Romantic
Vladimír Godár,SVK,Contemporary
Christopher Goddard,,
Marcus Goddard,,Modern
Félix Godefroid,BEL,Romantic
Godefroy De St Victoire,,
Daniel S. Godfrey,,Contemporary
Philip Godfrey,,
Leopold Godowsky,POL/USA,Late- / Post-Romantic
Mauro Godoy,,
Franzpeter Goebels,,Contemporary
Alexander Goedicke,RUS,
Alexander Goehr,ENG,Modern
Walter Goehr,,Modern
Karl Andreas Goepfert,,
Johann Wolfgang von Goethe,,
Hermann Goetz,DEU,Romantic
Dean Goffin,,
Ben Goldberg,,
Johann Gottlieb Goldberg,DEU,Classical
Golde,,Contemporary
Edward Gold,USA,Contemporary
Igor Goldenberg,,
Monroe Golden,USA,Contemporary
Elliot Goldenthal,,Contemporary
Alexander Goldenweiser,RUS,Late- / Post-Romantic
Ernest Gold,AUT,Modern
Abraham Goldfaden,,Romantic
Joe Gold,,
Julie Gold,USA,
Edwin Franko Goldman,USA,Modern
Maurice Goldman,,
Friedrich Goldmann,,Contemporary
Karl Goldmark,HUN,Late- / Post-Romantic
Rubin Goldmark,USA,Late- / Post-Romantic
Berthold Goldschmidt,DEU/ENG,Modern
Otto Goldschmidt,DEU,Romantic
Jerry Goldsmith,USA,Contemporary
Oliver Goldsmith,,
Owen Goldsmith,,
Perry Goldsmith,,
David H. Goldstein,CAN,Contemporary
Perry Goldstein,,Contemporary
Raymond Goldstein,,Contemporary
William Goldstein,USA,Contemporary
Anthony Goldstone,,Romantic
Stan Golestan,ROU/FRA,
Vinny Golia,,
Osvaldo Golijov,ARG,Contemporary
Stefano Golinelli,,
Guilielmo Golin,,
John Golland,,Contemporary
Martin Goller,,
Nikolai Golovanov,,Modern
Xavier Gols,,
Georg Eduard Goltermann,DEU,Romantic
Boris Goltse,RUS,Modern
Boris Goltz,RUS,
Evgeny Golubev,,
Igor Golubev,RUS,Contemporary
Sergei Golubkov,,
Peter Golub,,
Solomon Golub,,
Joaquín Gomariz,,
Gerardo Gombau,,Modern
Nicolas Gombert,NLD,Renaissance
Julia Gomelskaya,UKR,
Antônio Carlos Gomes,BRA,Romantic
Guillermo Gómez,,
Julio Gómez,,
Nelson Gómez,,
Jose Melchor Gomis,,
Sándor Gömöry,,
David Karl Gompper,,Contemporary
Rogério Gonçalves,,
P. Goncharov,,Late- / Post-Romantic
Marc' Antonio Gondi,,
Antonín Gondolán,,
Chiquinha Gonzaga,BRA,Romantic
Fray Geronimo Gonzales,,
Benito Gonzalez,,
Dennis Gonzalez,,
Esteban González,,
Francisco Gonzalez,,
Gregorio Gonzalez,USA,Contemporary
Hector Gonzalez,,
Jorge Miguel González,,
José Luis González,MEX,
Luis Jorge Gonzalez,ARG,
Santiago Lope Gonzalo,,
Howard Goodall,,Contemporary
Stephen Goodall,,
Daniel Goode,USA,Contemporary
David Goode,,Modern
Arthur M. Goodhart,ENG,
Benny Goodman,,
Gordon Goodwin,,
Ron Goodwin,ENG,Modern
Frederic Goossen,,Contemporary
Sir Eugene Goossens,ENG,Modern
Timothy Goplerud,,
Mikhail Gorbachev,SUN,Contemporary
Adam Gorb,ENG,Contemporary
Nikolay Gorbenko,,
Stephen Gorbos,,
Grzegorz Gerwazy Gorczycki,POL,Baroque
Giovanni Battista Gordigiani,ITA/CZE,
David Gordon,,
David M. Gordon,,
Gregg Gordon,,
Irving Gordon,,
Jay Gordon,,
Jerold James Gordon,,Modern
Katherine Gordon,,
Michael Gordon,USA,Contemporary
Ricky Ian Gordon,,Contemporary
Henryk Górecki,POL,Modern
Mikołaj Górecki,POL,
Galina Gorelova,BLR,
Ramón Gorigoitia,,
Gino Gorini,,
Ali Gorji,,
Vladimir Gorlinsky,RUS,
Sandro Gorli,,Contemporary
Nikolay Borisovich Gorlov,RUS,
Jay Gorney,USA,
Ivan Gornostaev,,
Mikhail Gorobtsov,RUS,
Vera Gorodovskaya,RUS,
Leonid Gorokhov,,
Ursula Görsch,DEU,
David Gorton,,
Giacomo Gorzanis,ITA,Renaissance
Vincenzo Gorzanis,,
Annie Gosfield,,Contemporary
Reginald Goss-Custard,,
François-Joseph Gossec,BEL,Classical
John Goss,ENG,Romantic
Stephen Goss,,
Tom Göstenmeier,,Contemporary
Mats Larsson Gothe,SWE,Contemporary
Ida Gotkovsky,FRA,Modern
Kunihiko Goto,JPN,
Jakov Gotovac,,
Yo Goto,,
Oleg Gotskosik,,
Barrie Gott,,
Jack Gottlieb,,Contemporary
Michael Gottmann,,
Arthur Gottschalk,,Contemporary
Louis Moreau Gottschalk,USA,Romantic
Clara Gottschalk Peterson,USA,
Gunther Martin Göttsche,,
Clytus Gottwald,DEU,Modern
Götze,,
Johann Götz,,
Claude Goudimel,FRA,Renaissance
Denis Gougeon,,Contemporary
John Gough,,Modern
Orlando Gough,,Contemporary
Glenn Gould,CAN,Modern
Morton Gould,USA,Contemporary
Charles Gounod,FRA,Romantic
Konstantia Gourzi,,Modern
Théodore Gouvy,FRA,Romantic
John Govedas,,
Patrick Gowers,,Contemporary
Niel Gow,SCO,Romantic
Samuel Gozinsky,,
Johann Grabbe,,
Gustav Heinrich Graben-Hoffmann,,
Hermann Grädener,,
Paul Graener,,Modern
Guillermo Graetzer,,Contemporary
Georg Graewe,DEU,
Friedrich Hartmann Graf,,
Hans Peter Graf,,Classical
Roger Graf,CHE,
Claudio S. Grafulla,USA,Romantic
Filippo Gragnani,,Classical
Janet Graham,,
Peter Graham,,Contemporary
Traugott Grahl,,
Lennart Grahn,,
Ulf Grahn,,
Percy Grainger,AUS/USA,Modern
Fred Gramann,,Contemporary
Harold Gramatges,CUB,Modern
Karl Grammann,,
Peder Jørgensen Gram,,Modern
Enrique Granados,ESP,Late- / Post-Romantic
Giovanni Battista Granata,ITA,Baroque
Rocco Granata,BEL,
Chabuca Granda,,
Johnny Grandert,,Modern
Alessandro Grandi,ITA,Baroque
Marcel Grandjany,FRA/USA,Modern
Marie de Grandval,FRA,Romantic
Nicolas Racot de Grandval,,
Graneti,,
Philip Grange,,Contemporary
Chris Granias,,
Jules Granier,,Romantic
María Granillo,,
John Granlund,,
Sarah Granskou,,Contemporary
Alicia Grant,,
Carlo Grante,,
Donald Grantham,,Contemporary
Patrick Grant,,
Stewart Grant,,
Stéphane Grappelli,,Contemporary
Jonathan Grasse,,
Luigi Grasso,,
Bonifatio Gratiani,,Baroque
Frank Gratkowski,DEU,
Agusti Grau,,
Eduardo Grau,ARG,
Lars Graugaard,,Contemporary
Max Graumann,,
Carl Heinrich Graun,DEU,Classical
Johann Gottlieb Graun,DEU,Baroque
Christoph Graupner,DEU,Baroque
Claud L. Graves,,Modern
Ralph Graves,,Baroque
Jerry Gray,,
Thomas Gray,,
Nicolas del Grazia,ITA,
Tomaso Graziani,,
Alessandro Grazioli,,Classical
Giovanni Battista Grazioli,,
Walter Greatorex,,
P. Grebenchikov,,
Boris Grebenshchikov,,
E. Grebyonka,,
Gaetano Greco,,
José Luis Greco,,Contemporary
Greek Orthodox Chant,,
Alwyn Green,,Contemporary
David Greenberg,,Contemporary
Helen Medwedeff Greenberg,USA,
Jacob Greenberg,,Modern
Laura Greenberg,,Contemporary
Noah Greenberg,,
Robert Greenberg,,
Green / Brown / Homer,,
Buddy Greene,USA,
Edward Green,,Contemporary
Maurice Greene,,Baroque
George Hamilton Green,,Modern
Johnny Green,,Modern
Maurice Green,,Baroque
F. Greenspan,,
